name,GISAID ID,country,travel history,sample date,epiweek,lineage,representative
England/20129176204/2020,EPI_ISL_424157,UK,,2020-03-20,12.0,B,0
England/NOTT-10E05C/2020,EPI_ISL_425488,UK,,2020-03-18,12.0,B.8,0
England/20129176104/2020,EPI_ISL_424156,UK,,2020-03-20,12.0,B.1,0
England/NOTT-10E04D/2020,EPI_ISL_425487,UK,,2020-03-17,12.0,B.1,0
England/20129176004/2020,EPI_ISL_424155,UK,,2020-03-20,12.0,B.1,0
England/NOTT-10E03E/2020,EPI_ISL_425486,UK,,2020-03-17,12.0,B.8,0
England/NOTT-10E02F/2020,EPI_ISL_425485,UK,,2020-03-17,12.0,B.1,0
England/20129175104/2020,EPI_ISL_424153,UK,,2020-03-21,12.0,B.1.13,0
England/NOTT-10E010/2020,EPI_ISL_425484,UK,,2020-03-17,12.0,B.1,0
England/20129174804/2020,EPI_ISL_424152,UK,,2020-03-20,12.0,B.1,0
England/NOTT-10E001/2020,EPI_ISL_425483,UK,,2020-03-16,12.0,B.1.11,0
England/20129174704/2020,EPI_ISL_424151,UK,,2020-03-22,13.0,B.1,0
England/NOTT-10DFF6/2020,EPI_ISL_425482,UK,,2020-03-16,12.0,B,0
England/20129174604/2020,EPI_ISL_424150,UK,,2020-03-21,12.0,B.1.13,0
England/NOTT-10DFE7/2020,EPI_ISL_425481,UK,,2020-03-16,12.0,B.2.1,0
England/NOTT-10DFD8/2020,EPI_ISL_425480,UK,,2020-03-16,12.0,B,0
England/20129174404/2020,EPI_ISL_424149,UK,,2020-03-20,12.0,B.2.1,0
England/20129174304/2020,EPI_ISL_424148,UK,,2020-03-20,12.0,B.2.1,0
England/NOTT-10DFC9/2020,EPI_ISL_425479,UK,,2020-03-16,12.0,B.2.2,0
New_Zealand/01/2020,EPI_ISL_413490,New_Zealand,Iran,2020-02-27,9.0,B.4,0
England/20129174204/2020,EPI_ISL_424147,UK,,2020-03-21,12.0,B.1.11,0
England/NOTT-10DFBA/2020,EPI_ISL_425478,UK,,2020-03-15,12.0,B.2.2,0
England/20129173804/2020,EPI_ISL_424146,UK,,2020-03-21,12.0,B.2.1,0
England/NOTT-10DFAB/2020,EPI_ISL_425477,UK,,2020-03-14,11.0,B.8,0
England/20129173704/2020,EPI_ISL_424145,UK,,2020-03-20,12.0,B.1,0
England/NOTT-10DF9C/2020,EPI_ISL_425476,UK,,2020-03-14,11.0,B,0
England/20129173004/2020,EPI_ISL_424144,UK,,2020-03-21,12.0,B.1,0
England/NOTT-10DF7E/2020,EPI_ISL_425475,UK,,2020-03-14,11.0,B.2.1,0
England/20129172402/2020,EPI_ISL_424143,UK,,2020-03-21,12.0,B.1,0
England/NOTT-10DF6F/2020,EPI_ISL_425474,UK,,2020-03-14,11.0,B,0
England/20129171904/2020,EPI_ISL_424142,UK,,2020-03-21,12.0,B.2.1,0
England/NOTT-10DF50/2020,EPI_ISL_425473,UK,,2020-03-14,11.0,B.2.2,0
England/20129171804/2020,EPI_ISL_424141,UK,,2020-03-20,12.0,B.2,0
England/NOTT-10DF41/2020,EPI_ISL_425472,UK,,2020-03-14,11.0,B.2.2,0
England/20129171604/2020,EPI_ISL_424140,UK,,2020-03-21,12.0,B.1,0
England/NOTT-10DF32/2020,EPI_ISL_425471,UK,,2020-03-13,11.0,B.8,0
England/NOTT-10DF23/2020,EPI_ISL_425470,UK,,2020-03-12,11.0,B.1,0
USA/WA-UW-1341/2020,EPI_ISL_424179,USA,,2020-03-17,12.0,A.1,0
USA/WA-UW-1342/2020,EPI_ISL_424178,USA,,2020-03-17,12.0,B.1.21,0
USA/WA-UW-1465/2020,EPI_ISL_424177,USA,,2020-03-17,12.0,A.1,0
USA/WA-UW-1472/2020,EPI_ISL_424176,USA,,2020-03-17,12.0,B.1.2,0
USA/WA-UW-1362/2020,EPI_ISL_424175,USA,,2020-03-17,12.0,A.1,0
USA/CT-UW-1365/2020,EPI_ISL_424174,USA,,2020-03-13,11.0,B.1.21,0
USA/IL-UW-1311/2020,EPI_ISL_424173,USA,,2020-03-14,11.0,A.1,0
USA/WA-UW-1575/2020,EPI_ISL_424172,USA,,2020-03-19,12.0,B.1,0
USA/WA-UW-1572/2020,EPI_ISL_424171,USA,,2020-03-19,12.0,B.1.21,0
USA/WA-UW-1595/2020,EPI_ISL_424170,USA,,2020-03-19,12.0,B.1,0
USA/WA-UW-1538/2020,EPI_ISL_424169,USA,,2020-03-19,12.0,A.1,0
USA/WA-UW-1638/2020,EPI_ISL_424168,USA,,2020-03-19,12.0,A.1,0
England/NOTT-10E10E/2020,EPI_ISL_425499,UK,,2020-03-14,11.0,B.2.1,0
USA/WA-UW-1616/2020,EPI_ISL_424167,USA,,2020-03-19,12.0,B.1.21,0
England/NOTT-10E0F2/2020,EPI_ISL_425498,UK,,2020-03-19,12.0,B,0
USA/WA-UW-1620/2020,EPI_ISL_424166,USA,,2020-03-19,12.0,B.1,0
England/NOTT-10E0E3/2020,EPI_ISL_425497,UK,,2020-03-19,12.0,B.1.11,0
England/20129178204/2020,EPI_ISL_424165,UK,,2020-03-22,13.0,B.1.1,0
England/NOTT-10E0D4/2020,EPI_ISL_425496,UK,,2020-03-19,12.0,B.8,0
England/20129177704/2020,EPI_ISL_424164,UK,,2020-03-22,13.0,B.2.4,0
England/NOTT-10E0C5/2020,EPI_ISL_425495,UK,,2020-03-18,12.0,B.8,0
England/20129177604/2020,EPI_ISL_424163,UK,,2020-03-21,12.0,B.1,0
England/NOTT-10E0B6/2020,EPI_ISL_425494,UK,,2020-03-18,12.0,B.1.11,0
England/20129177504/2020,EPI_ISL_424162,UK,,2020-03-21,12.0,B.2,0
England/NOTT-10E0A7/2020,EPI_ISL_425493,UK,,2020-03-18,12.0,B,0
England/20129177404/2020,EPI_ISL_424161,UK,,2020-03-22,13.0,B.1,0
England/NOTT-10E098/2020,EPI_ISL_425492,UK,,2020-03-18,12.0,B.2.1,0
England/NOTT-10E089/2020,EPI_ISL_425491,UK,,2020-03-18,12.0,B,0
England/NOTT-10E07A/2020,EPI_ISL_425490,UK,,2020-03-18,12.0,B.1,0
Australia/VIC397/2020,EPI_ISL_426700,Australia,,2020-03-24,13.0,B.6,0
Australia/VIC398/2020,EPI_ISL_426701,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC399/2020,EPI_ISL_426702,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC400/2020,EPI_ISL_426703,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC402/2020,EPI_ISL_426705,Australia,,2020-03-24,13.0,B.1.25,0
Australia/VIC403/2020,EPI_ISL_426706,Australia,,2020-03-22,13.0,B.2.4,0
Australia/VIC404/2020,EPI_ISL_426707,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC406/2020,EPI_ISL_426708,Australia,,2020-03-25,13.0,B.4,0
Australia/VIC407/2020,EPI_ISL_426709,Australia,,2020-03-25,13.0,B.4,0
Australia/VIC408/2020,EPI_ISL_426710,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC409/2020,EPI_ISL_426711,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC410/2020,EPI_ISL_426712,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC413/2020,EPI_ISL_426713,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC439/2020,EPI_ISL_426736,Australia,,2020-03-26,13.0,B.1,0
England/CAMB-75543/2020,EPI_ISL_425404,UK,,2020-03-19,12.0,B.1.10,0
Australia/VIC440/2020,EPI_ISL_426737,Australia,,2020-03-26,13.0,B.1.7,0
England/CAMB-75534/2020,EPI_ISL_425403,UK,,2020-03-15,12.0,B.1,0
England/CAMB-75525/2020,EPI_ISL_425402,UK,,2020-03-13,11.0,B.2.1,0
Australia/VIC442/2020,EPI_ISL_426739,Australia,,2020-03-27,13.0,B.1,0
England/CAMB-75516/2020,EPI_ISL_425401,UK,,2020-03-13,11.0,B.1,0
England/CAMB-75507/2020,EPI_ISL_425400,UK,,2020-03-13,11.0,B.1.1,0
Australia/VIC443/2020,EPI_ISL_426740,Australia,,2020-03-27,13.0,B.1,0
Australia/VIC444/2020,EPI_ISL_426741,Australia,,2020-03-27,13.0,B.1,0
Australia/VIC447/2020,EPI_ISL_426743,Australia,,2020-03-27,13.0,B.4,0
Australia/VIC448/2020,EPI_ISL_426744,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC449/2020,EPI_ISL_426745,Australia,,2020-03-24,13.0,B.1,0
Australia/VIC450/2020,EPI_ISL_426746,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC451/2020,EPI_ISL_426747,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC452/2020,EPI_ISL_426748,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC453/2020,EPI_ISL_426749,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC454/2020,EPI_ISL_426750,Australia,,2020-03-25,13.0,B.2.5,0
Australia/VIC456/2020,EPI_ISL_426751,Australia,,2020-03-25,13.0,B.2,0
Australia/VIC458/2020,EPI_ISL_426752,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC460/2020,EPI_ISL_426753,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC461/2020,EPI_ISL_426754,Australia,,2020-03-27,13.0,B.6,0
Australia/VIC463/2020,EPI_ISL_426756,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC464/2020,EPI_ISL_426757,Australia,,2020-03-26,13.0,B.1.23,0
Australia/VIC414/2020,EPI_ISL_426714,Australia,,2020-03-26,13.0,B.1.23,0
Australia/VIC415/2020,EPI_ISL_426715,Australia,,2020-03-25,13.0,A.2,0
England/CAMB-76D59/2020,EPI_ISL_425425,UK,,2020-03-30,14.0,B.2.1,0
Australia/VIC416/2020,EPI_ISL_426716,Australia,,2020-03-23,13.0,B.2.5,0
England/CAMB-76D3B/2020,EPI_ISL_425424,UK,,2020-03-31,14.0,B.2.1,0
Australia/VIC417/2020,EPI_ISL_426717,Australia,,2020-03-25,13.0,B.1.23,0
England/CAMB-76D1D/2020,EPI_ISL_425423,UK,,2020-03-30,14.0,B.1.11,0
Australia/VIC418/2020,EPI_ISL_426718,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC419/2020,EPI_ISL_426719,Australia,,2020-03-25,13.0,B.1.23,0
England/CAMB-7569B/2020,EPI_ISL_425421,UK,,2020-03-14,11.0,B.2,0
England/CAMB-7567D/2020,EPI_ISL_425420,UK,,2020-03-16,12.0,B,0
England/09c/2020,EPI_ISL_412116,UK,,2020-02-09,7.0,B.2.1,0
Australia/VIC421/2020,EPI_ISL_426721,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC422/2020,EPI_ISL_426722,Australia,,2020-03-25,13.0,B.2.4,0
England/CAMB-7565F/2020,EPI_ISL_425418,UK,,2020-03-16,12.0,B.1,0
Australia/VIC423/2020,EPI_ISL_426723,Australia,,2020-03-25,13.0,A.1,0
England/CAMB-75640/2020,EPI_ISL_425417,UK,,2020-03-16,12.0,B.8,0
Australia/VIC424/2020,EPI_ISL_426724,Australia,,2020-03-25,13.0,B.1,0
England/CAMB-75631/2020,EPI_ISL_425416,UK,,2020-03-15,12.0,B.2.1,0
Australia/VIC425/2020,EPI_ISL_426725,Australia,,2020-03-25,13.0,B.1.31,0
England/CAMB-75622/2020,EPI_ISL_425415,UK,,2020-03-12,11.0,B.1,0
Australia/VIC426/2020,EPI_ISL_426726,Australia,,2020-03-25,13.0,B.2.1,0
England/CAMB-75613/2020,EPI_ISL_425414,UK,,2020-03-13,11.0,B.1,0
Australia/VIC427/2020,EPI_ISL_426727,Australia,,2020-03-25,13.0,B.1,0
Australia/VIC428/2020,EPI_ISL_426728,Australia,,2020-03-25,13.0,B.2.1,0
England/CAMB-755F8/2020,EPI_ISL_425412,UK,,2020-03-17,12.0,B.2.1,0
Australia/VIC429/2020,EPI_ISL_426729,Australia,,2020-03-26,13.0,B.1.31,0
England/CAMB-755E9/2020,EPI_ISL_425411,UK,,2020-03-16,12.0,B.1,0
Australia/VIC430/2020,EPI_ISL_426730,Australia,,2020-03-26,13.0,A.1,0
Australia/VIC431/2020,EPI_ISL_426731,Australia,,2020-03-25,13.0,B.1,0
England/CAMB-755CB/2020,EPI_ISL_425409,UK,,2020-03-17,12.0,B.1.30,0
Australia/VIC433/2020,EPI_ISL_426732,Australia,,2020-03-25,13.0,A.2,0
Australia/VIC434/2020,EPI_ISL_426733,Australia,,2020-03-25,13.0,A.1,0
England/CAMB-7559E/2020,EPI_ISL_425407,UK,,2020-03-13,11.0,B.1,0
Australia/VIC437/2020,EPI_ISL_426734,Australia,,2020-03-26,13.0,B.1,0
Australia/VIC438/2020,EPI_ISL_426735,Australia,,2020-03-26,13.0,B.1,0
USA/WI-185/2020,EPI_ISL_428281,USA,,2020-03-22,13.0,B,0
USA/WI-184/2020,EPI_ISL_428280,USA,,2020-03-22,13.0,A.3,1
USA/WI-187/2020,EPI_ISL_428283,USA,,2020-03-23,13.0,B,0
USA/WI-186/2020,EPI_ISL_428282,USA,,2020-03-23,13.0,B,0
USA/WI-189/2020,EPI_ISL_428285,USA,,2020-03-23,13.0,A.3,0
USA/WI-188/2020,EPI_ISL_428284,USA,,2020-03-23,13.0,B.1,0
USA/WI-191/2020,EPI_ISL_428287,USA,,2020-03-23,13.0,B,0
USA/WI-190/2020,EPI_ISL_428286,USA,,2020-03-23,13.0,B.1.2,0
USA/WI-193/2020,EPI_ISL_428289,USA,,2020-03-23,13.0,B,0
USA/WI-192/2020,EPI_ISL_428288,USA,,2020-03-23,13.0,B,0
USA/WI-194/2020,EPI_ISL_428290,USA,,2020-03-24,13.0,B,0
USA/WI-196/2020,EPI_ISL_428292,USA,,2020-03-21,12.0,B,0
USA/WI-195/2020,EPI_ISL_428291,USA,,2020-03-24,13.0,B.1,0
USA/WI-198/2020,EPI_ISL_428294,USA,,2020-03-24,13.0,B.1,0
USA/WI-197/2020,EPI_ISL_428293,USA,,2020-03-24,13.0,B,0
USA/WI-200/2020,EPI_ISL_428296,USA,,2020-03-24,13.0,B.1.3,0
USA/WI-199/2020,EPI_ISL_428295,USA,,2020-03-24,13.0,B,0
USA/WI-202/2020,EPI_ISL_428298,USA,,2020-03-25,13.0,B,0
USA/WI-201/2020,EPI_ISL_428297,USA,,2020-03-25,13.0,B,0
USA/WI-203/2020,EPI_ISL_428299,USA,,2020-03-25,13.0,B,0
USA/WI-165/2020,EPI_ISL_428261,USA,,2020-03-17,12.0,B.1,0
USA/WI-164/2020,EPI_ISL_428260,USA,,2020-03-16,12.0,B.1,0
USA/WI-167/2020,EPI_ISL_428263,USA,,2020-03-18,12.0,A.1,0
USA/WI-166/2020,EPI_ISL_428262,USA,,2020-03-17,12.0,A.3,0
USA/WI-169/2020,EPI_ISL_428265,USA,,2020-03-19,12.0,B,0
USA/WI-168/2020,EPI_ISL_428264,USA,,2020-03-19,12.0,B,0
USA/WI-171/2020,EPI_ISL_428267,USA,,2020-03-19,12.0,B,0
USA/WI-170/2020,EPI_ISL_428266,USA,,2020-03-19,12.0,B,0
USA/WI-173/2020,EPI_ISL_428269,USA,,2020-03-20,12.0,B,0
USA/WI-172/2020,EPI_ISL_428268,USA,,2020-03-19,12.0,B,0
USA/WI-174/2020,EPI_ISL_428270,USA,,2020-03-20,12.0,B,0
USA/WI-176/2020,EPI_ISL_428272,USA,,2020-03-20,12.0,B.1,0
USA/WI-175/2020,EPI_ISL_428271,USA,,2020-03-20,12.0,B,0
USA/WI-178/2020,EPI_ISL_428274,USA,,2020-03-20,12.0,B,0
USA/WI-177/2020,EPI_ISL_428273,USA,,2020-03-20,12.0,B,0
USA/WI-180/2020,EPI_ISL_428276,USA,,2020-03-21,12.0,B,0
USA/WI-179/2020,EPI_ISL_428275,USA,,2020-03-21,12.0,B,0
USA/WI-182/2020,EPI_ISL_428278,USA,,2020-03-22,13.0,B,0
USA/WI-181/2020,EPI_ISL_428277,USA,,2020-03-22,13.0,B,0
USA/WI-183/2020,EPI_ISL_428279,USA,,2020-03-22,13.0,B,0
Sweden/RV-FOI-1/2020,EPI_ISL_424703,Sweden,,2020-03-15,12.0,B,0
England/20140068904/2020,EPI_ISL_423401,UK,,2020-03-29,14.0,B.1,0
England/20140069004/2020,EPI_ISL_423402,UK,,2020-03-28,13.0,B.1,0
England/20140068404/2020,EPI_ISL_423400,UK,,2020-03-30,14.0,B.1.13,0
Iceland/116/2020,EPI_ISL_417541,Iceland,,2020-03-17,12.0,B.2,0
USA/WA-UW305/2020,EPI_ISL_418873,USA,,2020-03-16,12.0,A.1,0
Iceland/117/2020,EPI_ISL_417542,Iceland,,2020-03-17,12.0,B.1.5.1,1
USA/WA-UW304/2020,EPI_ISL_418872,USA,,2020-03-16,12.0,A.1,0
USA/CT-UW303/2020,EPI_ISL_418871,USA,,2020-03-14,11.0,A,0
Iceland/115/2020,EPI_ISL_417540,Iceland,,2020-03-17,12.0,B.2,0
USA/WA-UW302/2020,EPI_ISL_418870,USA,,2020-03-16,12.0,A.1,0
Iceland/120/2020,EPI_ISL_417545,Iceland,,2020-03-17,12.0,B.2,0
USA/WA-UW309/2020,EPI_ISL_418877,USA,,2020-03-24,13.0,A.1,0
Iceland/121/2020,EPI_ISL_417546,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW308/2020,EPI_ISL_418876,USA,,2020-03-16,12.0,B.1.21,0
Iceland/118/2020,EPI_ISL_417543,Iceland,,2020-03-17,12.0,B.1.5.1,1
USA/WA-UW307/2020,EPI_ISL_418875,USA,,2020-03-16,12.0,B.1.21,0
Iceland/119/2020,EPI_ISL_417544,Iceland,,2020-03-17,12.0,B.2,0
Iceland/171/2020,EPI_ISL_417549,Iceland,,2020-03-14,11.0,B.1.5.1,0
USA/WA-UW312/2020,EPI_ISL_418879,USA,,2020-03-14,11.0,B.1.21,0
Iceland/170/2020,EPI_ISL_417548,Iceland,,2020-03-17,12.0,B.2,0
USA/WA-UW310/2020,EPI_ISL_418878,USA,,2020-03-14,11.0,B.1.21,0
Sweden/RV-FOI-6/2020,EPI_ISL_428201,Sweden,,2020-03-20,12.0,B.1,0
USA/NE-886/2020,EPI_ISL_428203,USA,,2020-03-25,13.0,A.1,0
USA/NE-875/2020,EPI_ISL_428202,USA,,2020-03-25,13.0,B.1,0
USA/NE-907/2020,EPI_ISL_428205,USA,,2020-03-25,13.0,B.1,0
USA/NE-892/2020,EPI_ISL_428204,USA,,2020-03-25,13.0,B.1,0
USA/NE-912/2020,EPI_ISL_428206,USA,,2020-03-25,13.0,B.1,0
Poland/Pom1/2020,EPI_ISL_428209,Poland,,2020-04-06,15.0,B.2,0
Luxembourg/LNS2128808/2020,EPI_ISL_417530,Luxembourg,,2020-03-18,12.0,B.1,0
Luxembourg/LNS2013896/2020,EPI_ISL_417531,Luxembourg,,2020-03-18,12.0,B.1.12,0
Spain/VH198152683/2020,EPI_ISL_418861,Spain,,2020-03-24,13.0,B.1,0
Spain/VH000001133/2020,EPI_ISL_418860,Spain,,2020-03-15,12.0,B.1.5,0
Luxembourg/LNS0158952/2020,EPI_ISL_417534,Luxembourg,,2020-03-18,12.0,B.1,0
Iceland/1/2020,EPI_ISL_417535,Iceland,Netherlands,2020-03-13,11.0,B.1,0
Luxembourg/LNS8489624/2020,EPI_ISL_417532,Luxembourg,,2020-03-18,12.0,B.1.12,0
USA/VA-DCLS-0001/2020,EPI_ISL_418864,USA,,2020-03-17,12.0,A.1,0
Luxembourg/LNS6282845/2020,EPI_ISL_417533,Luxembourg,,2020-03-18,12.0,B.1,0
Belgium/VS-030542/2020,EPI_ISL_418863,Belgium,,2020-03-05,10.0,B.1,0
Iceland/104/2020,EPI_ISL_417538,Iceland,,2020-03-17,12.0,B.1.1,0
Iceland/11/2020,EPI_ISL_417539,Iceland,,2020-03-16,12.0,B.1.1,0
USA/WA-UW301/2020,EPI_ISL_418869,USA,,2020-03-16,12.0,A.3,0
Iceland/10/2020,EPI_ISL_417536,Iceland,,2020-03-16,12.0,B.1.5.1,0
Iceland/100/2020,EPI_ISL_417537,Iceland,,2020-03-16,12.0,B.1.5.1,0
Luxembourg/LNS5731562/2020,EPI_ISL_417529,Luxembourg,,2020-03-18,12.0,B.1.19,1
Zhejiang/WZ-02/2020,EPI_ISL_404228,China,,2020-01-17,3.0,B,0
Zhejiang/WZ-01/2020,EPI_ISL_404227,China,,2020-01-16,3.0,B,0
USA/WA-UW324/2020,EPI_ISL_418891,USA,,2020-03-24,13.0,B.2,0
Iceland/232/2020,EPI_ISL_417560,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW323/2020,EPI_ISL_418890,USA,,2020-03-16,12.0,A.1,0
Iceland/235/2020,EPI_ISL_417563,Iceland,UK,2020-03-16,12.0,B.1,0
USA/CT-UW328/2020,EPI_ISL_418895,USA,,2020-03-14,11.0,B.1,0
Iceland/236/2020,EPI_ISL_417564,Iceland,,2020-03-17,12.0,B.1,0
USA/CT-UW327/2020,EPI_ISL_418894,USA,,2020-03-13,11.0,B.1.21,0
Iceland/233/2020,EPI_ISL_417561,Iceland,UK,2020-03-17,12.0,B.1,0
USA/MN-UW326/2020,EPI_ISL_418893,USA,,2020-03-13,11.0,B.1.2,0
Iceland/234/2020,EPI_ISL_417562,Iceland,Netherlands,2020-03-17,12.0,B.1,0
USA/WA-UW325/2020,EPI_ISL_418892,USA,,2020-03-16,12.0,A.1,0
Iceland/239/2020,EPI_ISL_417567,Iceland,UK,2020-03-17,12.0,B.1,0
USA/WA-UW332/2020,EPI_ISL_418899,USA,,2020-03-16,12.0,A.1,0
Iceland/240/2020,EPI_ISL_417568,Iceland,,2020-03-17,12.0,B.2,0
USA/CT-UW331/2020,EPI_ISL_418898,USA,,2020-03-14,11.0,B.1,0
Iceland/237/2020,EPI_ISL_417565,Iceland,Spain/Canary_Islands,2020-03-17,12.0,B.1,0
USA/WA-UW330/2020,EPI_ISL_418897,USA,,2020-03-16,12.0,A.3,0
Iceland/238/2020,EPI_ISL_417566,Iceland,,2020-03-17,12.0,B.1.14,1
USA/CT-UW329/2020,EPI_ISL_418896,USA,,2020-03-13,11.0,B.1,0
Iceland/241/2020,EPI_ISL_417569,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW313/2020,EPI_ISL_418880,USA,,2020-03-14,11.0,B.1.21,0
Iceland/2/2020,EPI_ISL_417552,Iceland,,2020-03-16,12.0,B.1.5.1,0
USA/WA-UW317/2020,EPI_ISL_418884,USA,,2020-03-15,12.0,A.1,0
Iceland/220/2020,EPI_ISL_417553,Iceland,,2020-03-16,12.0,B,0
USA/WA-UW316/2020,EPI_ISL_418883,USA,,2020-03-14,11.0,A.1,0
Iceland/184/2020,EPI_ISL_417550,Iceland,Germany,2020-03-16,12.0,B.1,0
USA/WA-UW315/2020,EPI_ISL_418882,USA,,2020-03-13,11.0,A.1,0
Iceland/187/2020,EPI_ISL_417551,Iceland,,2020-03-16,12.0,B.1,0
USA/WA-UW314/2020,EPI_ISL_418881,USA,,2020-03-14,11.0,A.1,0
Iceland/228/2020,EPI_ISL_417556,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW321/2020,EPI_ISL_418888,USA,,2020-03-15,12.0,A.1,0
Iceland/229/2020,EPI_ISL_417557,Iceland,,2020-03-17,12.0,B.2,0
USA/WA-UW320/2020,EPI_ISL_418887,USA,,2020-03-14,11.0,A.1,0
USA/WA-UW319/2020,EPI_ISL_418886,USA,,2020-03-15,12.0,A.1,0
Iceland/227/2020,EPI_ISL_417555,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW318/2020,EPI_ISL_418885,USA,,2020-03-14,11.0,A.1,0
Iceland/230/2020,EPI_ISL_417558,Iceland,,2020-03-17,12.0,B.2,0
Iceland/231/2020,EPI_ISL_417559,Iceland,,2020-03-17,12.0,B.1,0
USA/WA-UW322/2020,EPI_ISL_418889,USA,,2020-03-16,12.0,B.1,0
Iceland/253/2020,EPI_ISL_417581,Iceland,Austria,2020-03-17,12.0,B.1.1,0
Iceland/254/2020,EPI_ISL_417582,Iceland,Austria,2020-03-17,12.0,B.1.8,1
Iceland/252/2020,EPI_ISL_417580,Iceland,,2020-03-17,12.0,B.2,0
Iceland/257/2020,EPI_ISL_417585,Iceland,UK,2020-03-17,12.0,B.1.1,0
Iceland/258/2020,EPI_ISL_417586,Iceland,,2020-03-17,12.0,B.1.5.1,0
Iceland/255/2020,EPI_ISL_417583,Iceland,,2020-03-17,12.0,B.1.5.1,0
Iceland/256/2020,EPI_ISL_417584,Iceland,UK,2020-03-17,12.0,B.2.1,0
Iceland/261/2020,EPI_ISL_417589,Iceland,Spain,2020-03-17,12.0,B.1.7,0
Iceland/259/2020,EPI_ISL_417587,Iceland,USA,2020-03-17,12.0,A.1,0
Iceland/260/2020,EPI_ISL_417588,Iceland,,2020-03-17,12.0,B.1.5.1,0
Iceland/242/2020,EPI_ISL_417570,Iceland,UK,2020-03-17,12.0,B.1,0
Iceland/243/2020,EPI_ISL_417571,Iceland,,2020-03-17,12.0,B.1,0
Iceland/246/2020,EPI_ISL_417574,Iceland,Spain,2020-03-17,12.0,B.2.2,0
Iceland/247/2020,EPI_ISL_417575,Iceland,,2020-03-17,12.0,B.1,0
Iceland/244/2020,EPI_ISL_417572,Iceland,,2020-03-17,12.0,B.1,0
Iceland/245/2020,EPI_ISL_417573,Iceland,,2020-03-16,12.0,B.1.5.1,0
Iceland/251/2020,EPI_ISL_417579,Iceland,,2020-03-17,12.0,B.1,0
Iceland/248/2020,EPI_ISL_417576,Iceland,UK,2020-03-17,12.0,B,0
Iceland/249/2020,EPI_ISL_417577,Iceland,,2020-03-17,12.0,A.1.1,1
USA/CT-Yale-011/2020,EPI_ISL_428250,USA,,2020-03-11,11.0,B.1.3,0
USA/WI-156/2020,EPI_ISL_428252,USA,,2020-03-25,13.0,B.1,0
USA/WI-158/2020,EPI_ISL_428254,USA,,2020-03-15,12.0,B.1,0
USA/WI-157/2020,EPI_ISL_428253,USA,,2020-03-15,12.0,B,0
USA/WI-160/2020,EPI_ISL_428256,USA,,2020-03-15,12.0,B.1,0
USA/WI-159/2020,EPI_ISL_428255,USA,,2020-03-15,12.0,B.1,0
USA/WI-162/2020,EPI_ISL_428258,USA,,2020-03-29,14.0,B,0
USA/WI-161/2020,EPI_ISL_428257,USA,,2020-03-29,14.0,B,0
USA/WI-163/2020,EPI_ISL_428259,USA,,2020-03-16,12.0,B.1,0
Iceland/264/2020,EPI_ISL_417592,Iceland,,2020-03-17,12.0,B.1,0
Iceland/265/2020,EPI_ISL_417593,Iceland,Switzerland,2020-03-17,12.0,B.1,0
Iceland/262/2020,EPI_ISL_417590,Iceland,,2020-03-18,12.0,B.2,0
Iceland/263/2020,EPI_ISL_417591,Iceland,Netherlands,2020-03-17,12.0,B,0
Iceland/268/2020,EPI_ISL_417596,Iceland,,2020-03-17,12.0,B.1,0
Iceland/269/2020,EPI_ISL_417597,Iceland,,2020-03-17,12.0,B.1.5.1,0
Iceland/266/2020,EPI_ISL_417594,Iceland,Austria,2020-03-17,12.0,B.1,0
Iceland/267/2020,EPI_ISL_417595,Iceland,UK,2020-03-17,12.0,B.1,0
Iceland/270/2020,EPI_ISL_417598,Iceland,,2020-03-17,12.0,B.1,0
Iceland/271/2020,EPI_ISL_417599,Iceland,,2020-03-17,12.0,B.1.5.1,0
Taiwan/TSGH-13/2020,EPI_ISL_428230,Taiwan,,2020-03-17,12.0,B.4,0
Poland/1104795/2020,EPI_ISL_428232,Poland,,2020-03-18,12.0,B.1,0
Taiwan/TSGH-14/2020,EPI_ISL_428231,Taiwan,,2020-03-24,13.0,B.1,0
Poland/1105973/2020,EPI_ISL_428234,Poland,,2020-03-19,12.0,B.1,0
